h3_index,opportunity_score,acreage_est,dist_to_center_km,dominant_property_type,est_land_value_acre,est_construction_months,est_cost_per_sqft,nearest_address,city_name,tier,lat,lon
8848ebbaddfffff,0.6741413612565444,211.3866445093009,44.20412246780212,unknown,33485.07076354888,12.0,180.0,South 183rd Place,phoenix,Tier 1 — Top 10%,33.21637628101889,-111.68764040135018
8829b6d2d7fffff,0.6727591623036648,210.6397397436824,12.31516268035984,unknown,68141.00707324619,12.0,180.0,West Osborn Road Maryvale,phoenix,Tier 1 — Top 10%,33.48763451158468,-112.1981564951912
8848e96d41fffff,0.6727591623036648,210.77231257553956,12.87988745130832,unknown,60863.53563886932,12.0,180.0,South 67th Avenue,phoenix,Tier 1 — Top 10%,33.408839592538946,-112.20444591406174
8848eb3587fffff,0.6716544502617801,210.4841563896855,44.99896976995173,unknown,33458.439199242915,12.0,180.0,North 168th Street,phoenix,Tier 1 — Top 10%,33.72583356234194,-111.72033294682775
8848eb3595fffff,0.6716544502617801,210.46555141364354,44.25794805608694,unknown,33483.26665436114,12.0,180.0,North 158th Place,phoenix,Tier 1 — Top 10%,33.731200595751304,-111.73777661405035
8829b6d289fffff,0.6664188481675393,210.659186565238,10.595718957349956,unknown,96107.55570031588,12.0,180.0,West Catalina Drive Maryvale,phoenix,Tier 1 — Top 10%,33.482323226121004,-112.18074259772284
8848e96893fffff,0.6644450261780105,210.7917097694785,11.617041192808301,unknown,78351.37272786224,12.0,180.0,West Broadway Road Estrella,phoenix,Tier 1 — Top 10%,33.403525651819,-112.18704398743755
8829b6c9abfffff,0.6641675392670157,210.24474435927183,44.32525172220599,unknown,33481.01092794543,12.0,180.0,East Stagecoach Pass Road,phoenix,Tier 1 — Top 10%,33.812620745018,-111.87942531363349
8848e96831fffff,0.6613874345549737,210.91224442823426,10.288801839376568,unknown,102191.79183238774,12.0,180.0,South 23rd Drive South Mountain,phoenix,Tier 1 — Top 10%,33.360247014074254,-112.10768467752337
8829b6d0c5fffff,0.6606596858638744,210.6049574500604,10.691177392907415,unknown,94290.10462507732,12.0,180.0,West Keim Drive Alhambra,phoenix,Tier 1 — Top 10%,33.526985058109,-112.14042305761788
8848ebba8bfffff,0.6584607329842931,211.36239570947347,43.742433570066304,unknown,33500.54950060266,12.0,180.0,East Chandler Heights Road Sanokai Village,phoenix,Tier 1 — Top 10%,33.23303612034176,-111.67994880692935
8848eba4b5fffff,0.655240837696335,210.76848484038211,10.707560779198776,unknown,267211.4304265187,12.0,180.0,East Fresno Drive Camelback East,phoenix,Tier 1 — Top 10%,33.488842839000185,-111.9692382619855
8848e96811fffff,0.6548010471204188,210.91720591273463,12.332932423174745,unknown,67899.26725895317,12.0,180.0,South 34th Avenue Laveen,phoenix,Tier 1 — Top 10%,33.34890462972058,-112.13270837289636
